member_id,cutoff_date,churned_90d,r_days_since_last_txn,r_days_since_first_txn,r_days_since_last_redemption,f_txn_lifetime,f_txn_90d,f_txn_180d,f_txn_365d,f_active_months_12m,f_avg_days_between_txn,m_spend_lifetime,m_spend_90d,m_spend_365d,m_avg_basket,m_max_basket,t_txn_trend_90_vs_prior,t_spend_trend_90_vs_prior,rd_points_earned,rd_points_redeemed,rd_points_balance,rd_redemption_rate,rd_has_ever_redeemed,c_distinct_channels,c_distinct_brands,c_pct_app,c_pct_online,c_pct_in_store,tier,tier_rank,country,home_brand,p_age,p_tenure_days,dq_join_date_unusable,dq_profile_conflicted,dq_sign_error_txns,dq_points_imputed_txns,dq_amount_recovered_txns
M24606,2026-04-01,1,223,472,223,5,0,0,3,2,118.0,713.84,,350.91,142.77,280.1,1.0,1.0,1428.0,350.0,1078.0,0.2451,1,3,1,0.4,0.2,0.4,Platinum,4,US,PulseHome,61,606,0,0,0,0,0
M24642,2026-04-01,1,9,370,252,3,1,1,2,2,185.0,117.94,47.5,82.52,39.31,47.5,2.0,48.5,206.0,112.0,94.0,0.5437,1,2,1,0.333,0.667,0.0,Bronze,1,IN,PulseEats,39,406,0,0,0,0,0
M24649,2026-04-01,1,24,292,115,6,1,3,6,6,58.4,274.3,50.33,274.3,45.72,99.0,0.667,0.421,563.0,100.0,463.0,0.1776,1,2,2,0.333,0.667,0.0,Bronze,1,US,PulseHome,60,532,0,0,0,0,0
M24661,2026-04-01,1,335,1502,335,4,0,0,1,1,500.7,235.68,,30.4,58.92,112.1,1.0,1.0,526.0,261.0,265.0,0.4962,1,3,2,0.5,0.25,0.25,Platinum,4,SG,PulseMart,53,1650,0,0,0,0,0
M24822,2026-04-01,1,14,255,,5,3,4,5,4,63.8,294.59,222.34,294.59,58.92,134.72,2.0,7.303,517.0,0.0,517.0,0.0,0,3,1,0.4,0.2,0.4,Platinum,4,IN,PulseEats,48,424,0,0,0,0,0
M24832,2026-04-01,1,203,779,779,6,0,0,1,1,155.8,392.44,,24.17,65.41,153.88,1.0,1.0,822.0,50.0,772.0,0.0608,1,3,2,0.167,0.333,0.5,Silver,2,IN,PulseMart,36,868,0,0,0,0,0
M24933,2026-04-01,1,122,736,381,5,0,1,2,2,184.0,306.8,,152.54,61.36,98.75,0.5,0.018,614.0,150.0,464.0,0.2443,1,2,1,0.2,0.0,0.8,Bronze,1,US,PulseHome,22,1418,0,0,0,0,0
M25023,2026-04-01,1,67,368,67,5,2,2,4,3,92.0,303.77,119.9,175.72,60.75,128.05,3.0,120.9,619.0,111.0,508.0,0.1793,1,2,2,0.0,0.4,0.6,Bronze,1,IN,PulseHome,36,401,0,0,0,0,0
M25119,2026-04-01,1,17,275,,4,1,3,4,3,91.7,227.73,87.41,227.73,56.93,87.41,0.667,1.238,524.0,0.0,524.0,0.0,0,3,1,0.5,0.25,0.25,Platinum,4,US,PulseMart,53,287,0,0,0,0,0
M25234,2026-04-01,1,245,432,432,2,0,0,1,1,432.0,82.34,,41.25,41.17,41.25,1.0,1.0,167.0,95.0,72.0,0.5689,1,1,2,0.0,1.0,0.0,Silver,2,US,PulseMart,56,1013,0,0,0,0,0
M25291,2026-04-01,1,98,1271,648,6,0,1,2,2,254.2,322.47,,62.06,53.75,101.3,0.5,0.035,564.0,50.0,514.0,0.0887,1,3,1,0.667,0.167,0.167,Bronze,1,AE,PulseEats,44,1577,0,0,0,0,0
M25304,2026-04-01,1,69,916,249,7,1,1,2,2,152.7,473.94,55.97,205.28,67.71,149.31,2.0,56.97,1089.0,242.0,847.0,0.2222,1,3,1,0.286,0.286,0.429,Platinum,4,US,PulseMart,42,997,0,0,0,0,0
M25327,2026-04-01,1,250,894,,7,0,0,2,2,149.0,288.81,,64.44,41.26,67.3,1.0,1.0,600.0,0.0,600.0,0.0,0,3,2,0.429,0.143,0.429,Silver,2,US,PulseHome,44,915,0,0,0,0,0
M25335,2026-04-01,1,108,238,,2,0,1,2,2,238.0,220.2,,220.2,110.1,152.98,0.5,0.006,440.0,0.0,440.0,0.0,0,2,1,0.5,0.0,0.5,Bronze,1,IN,PulseHome,51,342,0,0,0,0,0
M25362,2026-04-01,1,56,629,177,3,1,2,2,2,314.5,153.21,61.43,138.45,51.07,77.02,1.0,0.8,307.0,100.0,207.0,0.3257,1,3,1,0.333,0.333,0.333,Bronze,1,IN,PulseHome,25,1499,0,0,0,0,0
M25369,2026-04-01,1,69,574,344,5,1,1,3,3,143.5,337.86,114.28,268.4,67.57,114.28,2.0,115.28,777.0,258.0,519.0,0.332,1,3,1,0.4,0.4,0.2,Silver,2,US,PulseMart,21,600,0,0,0,0,0
M25379,2026-04-01,1,263,1100,,4,0,0,1,1,366.7,360.86,,85.29,90.22,121.84,1.0,1.0,662.0,0.0,662.0,0.0,0,2,2,0.5,0.0,0.5,Bronze,1,IN,PulseEats,61,1292,0,0,0,0,0
M25389,2026-04-01,1,218,1452,,3,0,0,1,1,726.0,114.96,,36.45,38.32,58.34,1.0,1.0,258.0,0.0,258.0,0.0,0,2,2,0.0,0.667,0.333,Gold,3,IN,PulseMart,52,1661,0,0,0,0,0
M25435,2026-04-01,1,29,193,,2,1,1,2,2,193.0,177.75,39.0,177.75,88.88,138.75,2.0,40.0,397.0,0.0,397.0,0.0,0,1,2,0.0,1.0,0.0,Platinum,4,SG,PulseHome,49,713,0,0,0,0,0
M25447,2026-04-01,1,285,641,,7,0,0,2,2,106.8,399.77,,54.32,57.11,148.59,1.0,1.0,794.0,0.0,794.0,0.0,0,3,2,0.143,0.143,0.714,Bronze,1,IN,PulseHome,26,762,0,0,0,0,0
M25451,2026-04-01,1,98,622,,3,0,1,2,2,311.0,182.2,,119.15,60.73,86.71,0.5,0.03,419.0,0.0,419.0,0.0,0,2,1,0.333,0.667,0.0,Silver,2,US,PulseMart,54,949,0,0,0,0,0
M25526,2026-04-01,1,128,820,,4,0,1,2,2,273.3,378.16,,192.78,94.54,133.84,0.5,0.014,756.0,0.0,756.0,0.0,0,3,1,0.5,0.25,0.25,Silver,2,IN,PulseHome,35,1600,0,0,0,0,0
M25633,2026-04-01,1,146,707,146,4,0,1,3,3,235.7,223.91,,195.0,55.98,79.48,0.5,0.017,448.0,274.0,174.0,0.6116,1,3,1,0.5,0.25,0.25,Gold,3,IN,PulseHome,41,858,0,0,0,0,0
M25679,2026-04-01,1,42,418,,3,1,1,2,2,209.0,148.59,62.32,116.52,49.53,62.32,2.0,63.32,289.0,0.0,289.0,0.0,0,2,2,0.0,0.667,0.333,Bronze,1,AE,PulseHome,26,518,0,0,0,0,0
M25691,2026-04-01,1,67,158,,4,2,4,4,3,52.7,303.47,184.91,303.47,75.87,124.01,1.0,1.555,697.0,0.0,697.0,0.0,0,3,1,0.5,0.25,0.25,Bronze,1,US,PulseMart,53,209,0,0,0,0,0
M25698,2026-04-01,1,16,913,,4,1,1,3,3,304.3,219.5,22.06,136.9,54.88,86.03,2.0,23.06,430.0,0.0,430.0,0.0,0,3,2,0.25,0.5,0.25,Bronze,1,GB,PulseEats,25,1071,0,0,0,0,0
M25702,2026-04-01,1,265,1026,,5,0,0,1,1,256.5,320.89,,67.1,64.18,100.19,1.0,1.0,666.0,0.0,666.0,0.0,0,3,2,0.4,0.2,0.4,Bronze,1,IN,PulseHome,33,1121,0,0,0,0,0
M25727,2026-04-01,1,178,1502,1267,4,0,1,1,1,500.7,350.23,,59.49,87.56,119.62,0.5,0.017,612.0,50.0,562.0,0.0817,1,2,1,0.75,0.0,0.25,Platinum,4,US,PulseEats,30,1865,0,0,0,0,0
M25728,2026-04-01,1,162,1159,162,3,0,1,1,1,579.5,310.34,,138.89,103.45,138.89,0.5,0.007,607.0,200.0,407.0,0.3295,1,2,2,0.333,0.667,0.0,Bronze,1,AE,PulseHome,21,1909,0,0,0,0,0
M25730,2026-04-01,1,81,136,,2,1,2,2,2,136.0,131.06,63.96,131.06,65.53,67.1,1.0,0.954,229.0,0.0,229.0,0.0,0,2,1,0.5,0.0,0.5,Silver,2,SG,PulseEats,53,220,0,0,0,0,0
M25756,2026-04-01,1,41,1081,,4,1,1,2,2,360.3,232.69,95.51,144.32,58.17,95.51,2.0,96.51,419.0,0.0,419.0,0.0,0,2,2,0.75,0.25,0.0,Bronze,1,IN,PulseEats,59,1483,0,0,0,0,0
M25792,2026-04-01,1,95,1193,95,7,0,1,1,1,198.8,458.43,,84.83,65.49,84.83,0.5,0.012,1054.0,295.0,759.0,0.2799,1,3,1,0.143,0.571,0.286,Bronze,1,IN,PulseMart,24,1359,0,0,0,0,0
M25830,2026-04-01,1,262,472,262,4,0,0,1,1,157.3,253.47,,81.13,63.37,86.1,1.0,1.0,584.0,150.0,434.0,0.2568,1,3,1,0.25,0.5,0.25,Bronze,1,IN,PulseMart,61,614,0,0,0,0,0
M25848,2026-04-01,1,327,1222,,6,0,0,1,1,244.4,353.02,,82.49,58.84,109.84,1.0,1.0,707.0,0.0,707.0,0.0,0,3,1,0.333,0.333,0.333,Bronze,1,GB,PulseHome,47,1694,0,0,0,0,0
M25859,2026-04-01,1,138,600,287,7,0,1,2,2,100.0,381.08,,120.17,54.44,86.61,0.5,0.012,865.0,222.0,643.0,0.2566,1,3,2,0.714,0.143,0.143,Bronze,1,US,PulseMart,34,606,0,0,0,0,0
M25864,2026-04-01,1,47,880,354,10,2,2,5,4,97.8,499.68,77.29,268.0,49.97,120.92,3.0,78.29,1118.0,100.0,1018.0,0.0894,1,3,2,0.3,0.2,0.5,Bronze,1,AE,PulseMart,58,1127,0,0,0,0,0
M25874,2026-04-01,1,130,466,466,5,0,1,3,3,116.5,456.51,,301.9,91.3,257.34,0.5,0.038,798.0,150.0,648.0,0.188,1,2,1,0.6,0.4,0.0,Bronze,1,IN,PulseEats,23,494,0,0,0,0,0
M25943,2026-04-01,1,49,840,,4,1,1,1,1,280.0,321.94,145.69,145.69,80.49,145.69,2.0,146.69,741.0,0.0,741.0,0.0,0,3,1,0.25,0.25,0.5,Bronze,1,IN,PulseMart,44,845,0,0,0,0,0
M25954,2026-04-01,1,303,1310,,4,0,0,1,1,436.7,246.05,,17.92,61.51,96.11,1.0,1.0,566.0,0.0,566.0,0.0,0,2,1,0.5,0.0,0.5,Silver,2,US,PulseMart,60,1628,0,0,0,0,0
M25955,2026-04-01,1,24,1752,24,3,1,1,1,1,876.0,350.64,77.01,77.01,116.88,211.67,2.0,78.01,690.0,50.0,640.0,0.0725,1,3,2,0.333,0.333,0.333,Silver,2,IN,PulseMart,51,1890,0,0,0,0,0
M25994,2026-04-01,1,164,1357,1248,6,0,1,1,1,271.4,284.62,,34.94,47.44,91.16,0.5,0.028,498.0,65.0,433.0,0.1305,1,3,1,0.333,0.333,0.333,Gold,3,US,PulseEats,52,1662,0,0,1,0,0
M26004,2026-04-01,1,275,796,,4,0,0,1,1,265.3,151.24,,20.53,37.81,63.14,1.0,1.0,297.0,0.0,297.0,0.0,0,2,2,0.75,0.25,0.0,Gold,3,GB,PulseHome,46,1365,0,0,0,0,0
M26017,2026-04-01,1,37,635,578,4,1,1,2,2,211.7,232.76,38.54,115.84,58.19,77.3,2.0,39.54,536.0,50.0,486.0,0.0933,1,2,1,0.25,0.0,0.75,Bronze,1,US,PulseMart,20,751,0,0,0,0,0
M26063,2026-04-01,1,42,247,,5,1,4,5,4,61.8,429.97,74.79,429.97,85.99,226.44,0.5,0.233,951.0,0.0,951.0,0.0,0,2,3,0.2,0.0,0.8,Bronze,1,SG,PulseMart,51,253,0,0,0,0,0
M26113,2026-04-01,1,53,507,53,4,1,1,1,1,169.0,247.74,24.81,24.81,61.94,120.54,2.0,25.81,496.0,263.0,233.0,0.5302,1,2,1,0.75,0.0,0.25,Silver,2,IN,PulseHome,21,520,0,0,0,0,0
M26119,2026-04-01,1,188,1903,522,7,0,0,1,1,317.2,259.97,,23.87,37.14,83.47,1.0,1.0,590.0,39.0,551.0,0.0661,1,3,2,0.143,0.429,0.429,Gold,3,GB,PulseMart,21,1912,0,0,1,0,0
M26125,2026-04-01,1,121,320,,3,0,2,3,3,160.0,175.82,,175.82,58.61,60.87,0.333,0.009,342.0,0.0,342.0,0.0,0,2,2,0.0,0.667,0.333,Bronze,1,SG,PulseEats,39,324,0,0,0,0,0
M26136,2026-04-01,1,244,1035,,5,0,0,1,1,258.8,206.29,,46.0,41.26,58.28,1.0,1.0,360.0,0.0,360.0,0.0,0,3,1,0.4,0.4,0.2,Gold,3,IN,PulseEats,49,,1,0,0,0,0
M26205,2026-04-01,1,42,753,,4,1,1,2,2,251.0,219.91,34.91,90.73,54.98,84.66,2.0,35.91,505.0,0.0,505.0,0.0,0,3,1,0.5,0.25,0.25,Gold,3,AE,PulseMart,23,896,0,0,0,0,0
M26231,2026-04-01,1,38,1335,1335,3,1,1,1,1,667.5,174.28,54.43,54.43,58.09,76.16,2.0,55.43,400.0,100.0,300.0,0.25,1,2,1,0.333,0.0,0.667,Platinum,4,IN,PulseMart,52,,1,0,0,0,0
M26280,2026-04-01,1,349,1004,490,6,0,0,1,1,200.8,383.64,,53.4,63.94,156.45,1.0,1.0,768.0,70.0,698.0,0.0911,1,3,1,0.5,0.167,0.333,Bronze,1,SG,PulseHome,36,1080,0,0,0,0,0
M26291,2026-04-01,1,23,1177,1008,13,1,3,4,4,98.1,917.48,122.58,212.45,70.58,175.63,0.667,2.461,2052.0,50.0,2002.0,0.0244,1,3,3,0.462,0.385,0.154,Silver,2,US,PulseMart,61,1200,0,0,0,0,0
M26314,2026-04-01,1,1,52,1,3,3,3,3,2,26.0,290.57,290.57,290.57,96.86,222.38,4.0,291.57,512.0,123.0,389.0,0.2402,1,1,2,0.0,0.0,1.0,Platinum,4,US,PulseEats,38,93,0,0,0,0,0
M26330,2026-04-01,1,23,875,,7,3,4,4,3,145.8,378.19,100.95,122.58,54.03,123.62,2.0,4.505,756.0,0.0,756.0,0.0,0,2,1,0.286,0.714,0.0,Bronze,1,GB,PulseHome,36,1408,0,0,0,0,0
M26350,2026-04-01,1,137,918,506,4,0,1,1,1,306.0,175.95,,31.97,43.99,81.34,0.5,0.03,405.0,50.0,355.0,0.1235,1,2,1,0.5,0.0,0.5,Silver,2,SG,PulseMart,55,1172,0,0,0,0,0
M26363,2026-04-01,1,191,286,,3,0,0,3,3,143.0,156.3,,156.3,52.1,81.43,1.0,1.0,284.0,0.0,284.0,0.0,0,2,2,0.667,0.0,0.333,Silver,2,IN,PulseEats,52,404,0,0,0,0,0
M26377,2026-04-01,1,15,1658,,5,1,1,1,1,414.5,245.29,36.66,36.66,49.06,60.68,2.0,37.66,429.0,0.0,429.0,0.0,0,2,1,0.6,0.4,0.0,Silver,2,US,PulseEats,41,1771,0,0,0,0,0
M26383,2026-04-01,1,155,1067,,6,0,1,4,4,213.4,331.63,,229.35,55.27,88.51,0.5,0.031,663.0,0.0,663.0,0.0,0,3,1,0.5,0.167,0.333,Silver,2,SG,PulseHome,33,1636,0,0,0,0,0
M26405,2026-04-01,1,55,1122,1122,6,1,2,2,2,224.4,457.14,130.29,214.48,76.19,130.29,1.0,1.541,1053.0,100.0,953.0,0.095,1,3,1,0.5,0.333,0.167,Bronze,1,US,PulseMart,20,1128,0,0,0,0,0
M26432,2026-04-01,1,106,422,,3,0,1,2,2,211.0,131.1,,86.46,43.7,47.68,0.5,0.021,302.0,0.0,302.0,0.0,0,2,1,0.333,0.0,0.667,Bronze,1,SG,PulseMart,31,996,0,0,0,0,0
M26450,2026-04-01,1,4,79,4,3,3,3,3,2,39.5,305.24,305.24,305.24,101.75,154.69,4.0,306.24,610.0,200.0,410.0,0.3279,1,3,1,0.333,0.333,0.333,Silver,2,US,PulseHome,29,139,0,0,0,0,0
M26479,2026-04-01,1,332,1439,332,4,0,0,1,1,479.7,329.98,,32.01,82.5,119.09,1.0,1.0,660.0,64.0,596.0,0.097,1,3,1,0.25,0.25,0.5,Bronze,1,IN,PulseHome,22,1619,0,0,0,0,0
M26493,2026-04-01,1,15,796,,3,1,1,2,2,398.0,186.0,70.51,96.13,62.0,89.87,2.0,71.51,372.0,0.0,372.0,0.0,0,3,1,0.333,0.333,0.333,Platinum,4,US,PulseHome,38,912,0,0,0,0,0
M26510,2026-04-01,1,29,166,29,2,1,2,2,2,166.0,107.03,36.8,107.03,53.52,70.23,1.0,0.531,236.0,74.0,162.0,0.3136,1,1,2,0.0,1.0,0.0,Bronze,1,IN,PulseMart,25,330,0,0,0,0,0
M26549,2026-04-01,1,189,1239,,5,0,0,2,2,309.8,232.79,,86.24,46.56,70.96,1.0,1.0,482.0,0.0,482.0,0.0,0,3,2,0.4,0.4,0.2,Silver,2,SG,PulseHome,38,1298,0,0,0,0,0
M26553,2026-04-01,1,195,1331,,3,0,0,1,1,665.5,128.41,,63.99,42.8,63.99,1.0,1.0,237.0,0.0,237.0,0.0,0,2,2,0.0,0.333,0.667,Bronze,1,US,PulseEats,59,1778,0,0,0,0,0
M26600,2026-04-01,1,172,572,,4,0,1,3,2,190.7,153.55,,109.16,38.39,44.39,0.5,0.025,269.0,0.0,269.0,0.0,0,2,1,0.0,0.25,0.75,Bronze,1,US,PulseEats,23,582,0,0,0,0,0
M26676,2026-04-01,1,341,656,,3,0,0,1,1,328.0,152.01,,38.45,50.67,58.24,1.0,1.0,349.0,0.0,349.0,0.0,0,3,1,0.333,0.333,0.333,Silver,2,AE,PulseMart,37,1085,0,0,0,0,0
M26689,2026-04-01,1,213,707,213,4,0,0,1,1,235.7,436.03,,68.16,109.01,165.07,1.0,1.0,1003.0,350.0,653.0,0.349,1,3,1,0.25,0.25,0.5,Platinum,4,SG,PulseMart,31,859,0,0,0,0,0
M26713,2026-04-01,1,71,1167,,4,1,1,3,3,389.0,188.52,82.66,153.67,47.13,82.66,2.0,83.66,331.0,0.0,331.0,0.0,0,2,1,0.25,0.0,0.75,Silver,2,IN,PulseEats,50,1401,0,0,0,0,0
M26721,2026-04-01,1,252,1298,1146,6,0,0,1,1,259.6,411.9,,35.74,68.65,145.33,1.0,1.0,804.0,150.0,654.0,0.1866,1,3,2,0.167,0.667,0.167,Silver,2,SG,PulseHome,40,1366,0,0,0,0,0
M26753,2026-04-01,1,29,490,,4,1,2,3,3,163.3,283.28,58.4,248.56,70.82,173.21,1.0,0.341,651.0,0.0,651.0,0.0,0,2,1,0.5,0.5,0.0,Silver,2,US,PulseMart,41,511,0,0,0,0,0
M26769,2026-04-01,1,258,892,,4,0,0,1,1,297.3,239.92,,75.4,59.98,89.32,1.0,1.0,551.0,0.0,551.0,0.0,0,2,1,0.0,0.5,0.5,Bronze,1,US,PulseMart,60,1533,0,0,0,0,0
M26814,2026-04-01,1,122,338,338,4,0,1,4,4,112.7,373.29,,373.29,93.32,195.29,0.5,0.005,747.0,97.0,650.0,0.1299,1,2,1,0.0,0.25,0.75,Silver,2,SG,PulseHome,35,429,0,0,0,0,0
M26844,2026-04-01,1,12,1213,12,7,1,1,1,1,202.2,706.69,106.99,106.99,100.96,155.21,2.0,107.99,1237.0,237.0,1000.0,0.1916,1,3,1,0.429,0.286,0.286,Bronze,1,SG,PulseEats,38,1736,0,0,0,0,0
M26868,2026-04-01,1,108,345,108,5,0,1,5,5,86.3,222.81,,222.81,44.56,82.15,0.5,0.023,512.0,98.0,414.0,0.1914,1,3,1,0.4,0.2,0.4,Bronze,1,SG,PulseMart,22,462,0,0,0,0,0
M26916,2026-04-01,1,16,146,,4,2,4,4,3,48.7,355.54,205.01,355.54,88.89,104.76,1.0,1.36,711.0,0.0,711.0,0.0,0,2,1,0.0,0.5,0.5,Bronze,1,US,PulseHome,43,,1,0,0,0,0
M26928,2026-04-01,1,331,800,,2,0,0,1,1,800.0,88.47,,49.91,44.24,49.91,1.0,1.0,177.0,0.0,177.0,0.0,0,2,1,0.0,0.5,0.5,Bronze,1,AE,PulseHome,47,1044,0,0,0,0,0
M26946,2026-04-01,1,47,644,226,8,1,3,5,4,92.0,435.67,37.61,199.57,54.46,101.12,0.667,0.806,949.0,146.0,803.0,0.1538,1,3,3,0.375,0.375,0.25,Bronze,1,SG,PulseMart,23,673,0,0,0,0,0
M27013,2026-04-01,1,12,1521,197,5,1,1,2,2,380.3,253.76,86.88,116.1,50.75,86.88,2.0,87.88,566.0,167.0,399.0,0.2951,1,3,2,0.2,0.2,0.6,Silver,2,AE,PulseMart,41,1526,0,0,0,0,0
M27064,2026-04-01,1,197,677,,3,0,0,1,1,338.5,281.48,,96.79,93.83,96.79,1.0,1.0,648.0,0.0,648.0,0.0,0,2,1,0.667,0.333,0.0,Silver,2,US,PulseMart,38,916,0,0,0,0,0
M27069,2026-04-01,1,94,327,327,6,0,3,6,4,65.4,604.75,,604.75,100.79,254.96,0.25,0.003,1059.0,150.0,909.0,0.1416,1,3,1,0.333,0.333,0.333,Gold,3,IN,PulseEats,59,349,0,0,0,0,0
M27131,2026-04-01,1,354,1012,,4,0,0,1,1,337.3,330.4,,74.54,82.6,214.72,1.0,1.0,672.0,0.0,672.0,0.0,0,2,2,0.5,0.0,0.5,Silver,2,US,PulseHome,59,1264,0,0,0,0,0
M27206,2026-04-01,1,31,1001,,5,1,1,1,1,250.3,185.06,36.83,36.83,37.01,55.16,2.0,37.83,426.0,0.0,426.0,0.0,0,2,1,0.0,0.8,0.2,Gold,3,US,PulseMart,50,1190,0,0,0,0,0
M27255,2026-04-01,1,25,977,334,6,1,1,3,3,195.4,436.21,112.74,202.7,72.7,112.74,2.0,113.74,1003.0,250.0,753.0,0.2493,1,3,1,0.333,0.333,0.333,Silver,2,US,PulseMart,46,1125,0,0,0,0,0
M27276,2026-04-01,1,312,1736,888,5,0,0,1,1,434.0,214.4,,108.52,42.88,108.52,1.0,1.0,477.0,19.0,458.0,0.0398,1,3,3,0.4,0.2,0.4,Silver,2,IN,PulseMart,38,1875,0,0,0,0,0
M27304,2026-04-01,1,86,753,,2,1,1,1,1,753.0,86.4,43.76,43.76,43.2,43.76,2.0,44.76,199.0,0.0,199.0,0.0,0,2,1,0.5,0.0,0.5,Silver,2,SG,PulseMart,27,1166,0,0,0,0,0
M27341,2026-04-01,1,32,1008,291,7,1,2,3,3,168.0,336.17,65.55,100.11,48.02,90.14,1.0,4.083,594.0,39.0,555.0,0.0657,1,3,2,0.286,0.286,0.429,Bronze,1,US,PulseEats,25,1235,0,0,0,0,0
M27382,2026-04-01,1,66,77,,2,2,2,2,1,77.0,88.36,88.36,88.36,44.18,49.16,3.0,89.36,176.0,0.0,176.0,0.0,0,2,1,0.5,0.0,0.5,Platinum,4,IN,PulseHome,50,198,0,0,0,0,0
M27466,2026-04-01,1,136,762,,5,0,1,2,2,190.5,429.1,,119.02,85.82,124.71,0.5,0.015,750.0,0.0,750.0,0.0,0,3,1,0.6,0.2,0.2,Bronze,1,IN,PulseEats,46,807,0,0,0,0,0
M27480,2026-04-01,1,160,636,350,6,0,1,4,2,127.2,514.64,,238.51,85.77,168.34,0.5,0.012,951.0,78.0,873.0,0.082,1,3,2,0.333,0.333,0.333,Bronze,1,AE,PulseEats,41,1041,0,0,0,0,0
M27578,2026-04-01,1,214,857,,2,0,0,1,1,857.0,109.01,,73.28,54.51,73.28,1.0,1.0,210.0,0.0,210.0,0.0,0,2,2,0.0,0.5,0.5,Silver,2,IN,PulseEats,39,1049,0,0,0,0,0
M27603,2026-04-01,1,112,1464,710,7,0,1,2,2,244.0,532.57,,116.95,76.08,205.08,0.5,0.015,1225.0,50.0,1175.0,0.0408,1,2,1,0.0,0.143,0.857,Bronze,1,GB,PulseMart,46,1575,0,0,0,0,0
M27631,2026-04-01,1,268,799,268,2,0,0,1,1,799.0,88.9,,55.69,44.45,55.69,1.0,1.0,155.0,147.0,8.0,0.9484,1,1,1,0.0,1.0,0.0,Bronze,1,IN,PulseEats,35,1000,0,0,0,0,0
M27695,2026-04-01,1,47,852,,5,2,2,2,2,213.0,160.53,87.26,87.26,32.11,45.11,3.0,88.26,281.0,0.0,281.0,0.0,0,3,1,0.4,0.4,0.2,Bronze,1,IN,PulseEats,36,1179,0,0,0,0,0
M27719,2026-04-01,1,102,1311,,4,0,1,1,1,437.0,248.42,,48.59,62.11,118.02,0.5,0.02,572.0,0.0,572.0,0.0,0,3,1,0.5,0.25,0.25,Silver,2,US,PulseMart,49,1504,0,0,0,0,0
M27799,2026-04-01,1,46,1148,309,6,2,2,3,3,229.6,345.06,149.06,190.56,57.51,101.89,3.0,150.06,690.0,242.0,448.0,0.3507,1,3,1,0.333,0.333,0.333,Bronze,1,SG,PulseHome,46,1285,0,0,0,0,0
M27828,2026-04-01,1,361,674,,5,0,0,1,1,168.5,256.77,,68.02,51.35,75.51,1.0,1.0,450.0,0.0,450.0,0.0,0,3,1,0.2,0.2,0.6,Bronze,1,SG,PulseEats,27,1910,0,0,0,0,0
M27830,2026-04-01,1,25,1107,,6,2,3,3,3,221.4,472.02,107.78,153.23,78.67,154.99,1.5,2.342,1043.0,0.0,1043.0,0.0,0,3,2,0.167,0.667,0.167,Silver,2,IN,PulseMart,52,1145,0,0,0,0,0
M27841,2026-04-01,1,46,292,276,4,1,1,4,3,97.3,267.13,43.21,267.13,66.78,131.79,2.0,44.21,614.0,200.0,414.0,0.3257,1,2,1,0.25,0.75,0.0,Bronze,1,IN,PulseMart,26,500,0,0,0,0,0
M27880,2026-04-01,1,184,1453,184,5,0,0,1,1,363.3,296.27,,49.05,59.25,111.5,1.0,1.0,586.0,50.0,536.0,0.0853,1,3,3,0.6,0.2,0.2,Silver,2,US,PulseHome,50,1555,0,0,0,0,0
M27955,2026-04-01,1,86,842,783,6,1,1,3,3,168.4,364.52,54.1,190.52,60.75,84.13,2.0,55.1,728.0,50.0,678.0,0.0687,1,3,1,0.333,0.167,0.5,Bronze,1,AE,PulseHome,23,1288,0,0,0,0,0
M28106,2026-04-01,1,75,1779,1742,5,2,3,3,2,444.8,199.51,81.98,126.76,39.9,61.68,1.5,1.813,399.0,76.0,323.0,0.1905,1,3,1,0.4,0.4,0.2,Gold,3,IN,PulseHome,44,1790,0,0,0,0,0
M28144,2026-04-01,1,60,354,85,7,2,4,7,4,59.0,581.95,233.68,581.95,83.14,193.91,1.0,2.263,1019.0,70.0,949.0,0.0687,1,3,1,0.429,0.429,0.143,Bronze,1,AE,PulseEats,57,527,0,0,0,0,0
M28187,2026-04-01,1,48,520,426,5,2,3,3,3,130.0,272.1,79.75,124.87,54.42,120.75,1.5,1.751,590.0,100.0,490.0,0.1695,1,3,2,0.2,0.2,0.6,Silver,2,IN,PulseHome,29,551,0,0,0,0,0
M28199,2026-04-01,1,350,350,,1,0,0,1,1,,89.99,,89.99,89.99,89.99,1.0,1.0,180.0,0.0,180.0,0.0,0,1,1,0.0,0.0,1.0,Silver,2,US,PulseHome,44,920,0,0,0,0,0
M28316,2026-04-01,1,226,606,,5,0,0,3,3,151.5,427.32,,374.13,85.46,259.27,1.0,1.0,748.0,0.0,748.0,0.0,0,3,1,0.4,0.2,0.4,Platinum,4,US,PulseEats,46,1323,0,0,0,0,0
M28335,2026-04-01,1,114,303,121,4,0,2,4,3,101.0,298.76,,298.76,74.69,97.23,0.333,0.007,577.0,50.0,527.0,0.0867,1,2,2,0.25,0.0,0.75,Bronze,1,IN,PulseEats,35,308,0,0,0,0,0
M28371,2026-04-01,1,25,1060,,4,1,1,1,1,353.3,153.67,76.06,76.06,38.42,76.06,2.0,77.06,353.0,0.0,353.0,0.0,0,3,1,0.25,0.5,0.25,Platinum,4,US,PulseMart,57,1109,0,0,0,0,0
M28388,2026-04-01,1,0,572,,3,1,1,2,2,286.0,267.7,35.17,100.24,89.23,167.46,2.0,36.17,469.0,0.0,469.0,0.0,0,2,1,0.333,0.667,0.0,Bronze,1,IN,PulseEats,56,714,0,0,0,1,0
