transaction_id,member_id,transaction_date,amount,points_earned,points_redeemed,channel,brand,transaction_type
T001189,M00255,2026-03-25 18:25:40,46.18,106.0,0,online,PulseMart,purchase
T001190,M00255,2025-11-09 23:31:46,62.41,144.0,0,online,PulseMart,purchase
T001191,M00256,2024-08-17 05:57:24,60.65,106.0,0,in_store,PulseEats,purchase
T001192,M00256,2024-01-27 20:35:11,78.67,138.0,0,online,PulseEats,purchase
T001193,M00257,2025-11-15 00:36:12,58.33,134.0,0,online,PulseMart,purchase
T001194,M00257,2025-08-24 01:35:55,107.21,247.0,0,in_store,PulseMart,purchase
T001195,M00257,2025-06-23 03:35:58,55.87,129.0,0,online,PulseMart,purchase
T001196,M00258,2026-03-01 22:49:31,141.65,326.0,0,app,PulseMart,purchase
T001197,M00258,2026-03-25 03:43:21,52.82,121.0,0,in_store,PulseMart,purchase
T001198,M00258,2026-05-08 06:00:41,92.05,212.0,0,online,PulseMart,purchase
T001199,M00258,2025-12-15 16:41:16,38.4,88.0,0,in_store,PulseMart,purchase
T001200,M00258,2026-05-06 04:34:16,57.43,101.0,50,app,PulseEats,purchase
T001201,M00258,2026-03-02 02:05:45,19.35,45.0,0,in_store,PulseMart,purchase
T001202,M00259,2025-05-22 09:16:35,88.66,204.0,0,in_store,PulseMart,purchase
T001203,M00259,2024-11-26 10:09:50,47.08,108.0,0,online,PulseMart,purchase
T001204,M00260,2026-01-02 08:17:33,63.34,111.0,0,online,PulseEats,purchase
T001205,M00260,2022-06-14 12:18:48,45.08,79.0,0,in_store,PulseEats,purchase
T001206,M00260,2026-06-11 06:23:23,24.77,43.0,0,online,PulseEats,purchase
T001207,M00260,2025-01-05 18:13:22,155.05,271.0,0,in_store,PulseEats,purchase
T001208,M00260,2025-05-26 06:43:43,20.39,36.0,0,online,PulseEats,purchase
T001209,M00260,2022-12-20 22:15:53,40.02,70.0,0,in_store,PulseEats,purchase
T001210,M00260,2023-10-02 17:22:59,148.8,260.0,0,online,PulseEats,purchase
T001211,M00261,2026-06-06 10:55:55,80.57,161.0,0,online,PulseHome,purchase
T001212,M00261,2026-05-06 20:07:23,22.91,46.0,46,online,PulseHome,purchase
T001213,M00261,2026-05-16 08:32:05,28.18,56.0,0,app,PulseHome,purchase
T001214,M00261,2026-05-18 21:57:42,65.86,132.0,0,app,PulseHome,purchase
T001215,M00261,2026-06-07 10:22:45,116.66,233.0,0,online,PulseHome,purchase
T001216,M00261,2026-04-21 16:28:17,52.72,105.0,105,app,PulseHome,purchase
T001217,M00261,2026-06-22 02:40:47,17.0,34.0,0,online,PulseHome,purchase
T001218,M00262,2021-12-17 21:52:20,58.19,116.0,0,online,PulseHome,purchase
T001219,M00262,2026-03-26 10:35:47,30.69,71.0,0,online,PulseMart,purchase
T001220,M00262,2025-12-09 22:32:07,49.84,87.0,0,in_store,PulseEats,purchase
T001221,M00263,2025-10-29 04:48:41,131.72,231.0,0,in_store,PulseEats,purchase
T001222,M00263,10/03/2024,41.03,72.0,72,in_store,PulseEats,purchase
T001223,M00263,2025-07-03 03:40:35,-107.55,188.0,0,app,PulseEats,purchase
T001224,M00264,2024-08-14 22:57:00,15.27,27.0,0,in_store,PulseEats,purchase
T001225,M00264,2024-09-19 18:10:57,43.79,77.0,0,app,PulseEats,purchase
T001226,M00264,2025-03-28 10:28:45,79.61,159.0,0,app,PulseHome,purchase
T001227,M00264,2024-06-30 15:56:46,21.29,37.0,0,app,PulseEats,purchase
T001228,M00265,2024-07-25 14:25:17,61.97,143.0,0,app,PulseMart,purchase
T001229,M00265,2025-06-07 20:16:16,67.5,155.0,0,in_store,PulseMart,purchase
T001230,M00265,2026-05-24 13:59:43,16.16,37.0,0,app,PulseMart,purchase
T001231,M00265,2025-02-22 23:23:44,419.92,966.0,0,online,PulseMart,purchase
T001232,M00266,2023-05-11 18:59:47,51.7,119.0,0,in_store,PulseMart,purchase
T001233,M00266,2025-08-04 16:18:49,86.11,198.0,0,in_store,PulseMart,purchase
T001234,M00266,2026-03-08 10:40:22,32.0,74.0,74,online,PulseMart,purchase
T001235,M00266,2024-07-26 10:20:14,120.97,278.0,150,online,PulseMart,purchase
T001236,M00267,2025-11-08 03:33:47,99.84,200.0,0,online,PulseHome,purchase
T001237,M00267,2026-03-11 10:16:09,102.61,205.0,0,in_store,PulseHome,purchase
T001238,M00268,2025-09-14 08:39:20,54.24,108.0,0,app,PulseHome,purchase
T001239,M00268,2025-09-17 14:12:54,92.09,184.0,0,online,PulseHome,purchase
T001240,M00268,2024-10-02 20:51:13,112.2,224.0,50,online,PulseHome,purchase
T001241,M00268,2024-09-15 11:30:05,37.74,75.0,0,online,PulseHome,purchase
T001242,M00268,2024-09-17 09:42:19,38.87,78.0,0,in_store,PulseHome,purchase
T001243,M00268,2025-12-25 03:33:34,49.3,99.0,0,online,PulseHome,purchase
T001244,M00269,2025-06-07 03:08:08,84.0,193.0,100,app,PulseMart,purchase
T001245,M00269,2022-03-14 08:07:50,-46.49,81.0,0,online,PulseEats,purchase
T001246,M00269,2025-10-05 22:59:23,62.93,110.0,0,in_store,PulseEats,purchase
T001247,M00269,2023-08-10 17:19:52,64.1,112.0,0,in_store,PulseEats,purchase
T001248,M00269,2025-01-16 19:33:13,13.7,24.0,0,app,PulseEats,purchase
T001249,M00270,2022-11-24 15:48:58,39.86,92.0,92,app,PulseMart,purchase
T001250,M00270,2024-09-13 18:15:40,13.89,32.0,0,in_store,PulseMart,purchase
T001251,M00270,2025-09-24 02:38:22,39.32,90.0,90,in_store,PulseMart,purchase
T001252,M00270,2021-10-07 07:50:06,88.67,177.0,177,app,PulseHome,purchase
T001253,M00271,2022-04-23 23:25:37,19.58,39.0,0,in_store,PulseHome,purchase
T001254,M00271,2023-07-25 22:02:13,30.26,61.0,0,app,PulseHome,purchase
T001255,M00271,2024-02-15 16:19:14,56.98,114.0,114,app,PulseHome,purchase
T001256,M00271,2021-10-15 08:19:14,30.4,61.0,0,online,PulseHome,purchase
T001257,M00271,2024-01-26 17:22:38,121.53,243.0,0,online,PulseHome,purchase
T001258,M00271,2022-06-29 03:14:14,59.39,119.0,0,app,PulseHome,purchase
T001259,M00273,2026-02-19 10:46:11,38.99,90.0,0,online,PulseMart,purchase
T001260,M00273,2025-09-23 03:51:30,43.53,100.0,0,app,PulseMart,purchase
T001261,M00273,2025-09-27 00:22:20,56.61,130.0,130,app,PulseMart,purchase
T001262,M00274,2023-10-13 09:38:56,25.85,45.0,45,app,PulseEats,purchase
T001263,M00274,2026-04-02 09:16:37,35.1,61.0,0,app,PulseEats,purchase
T001264,M00274,2026-01-08 12:45:44,287.45,503.0,50,in_store,PulseEats,purchase
T001265,M00275,2026-01-04 07:12:07,117.71,271.0,0,in_store,PulseMart,purchase
T001266,M00276,2026-02-22 19:15:19,171.07,299.0,0,in_store,PulseEats,purchase
T001267,M00276,2023-07-07 23:36:11,93.66,164.0,0,online,PulseEats,purchase
T001268,M00276,2023-11-23 07:15:57,47.25,83.0,0,in_store,PulseEats,purchase
T001269,M00276,2025-10-30 21:50:56,48.44,85.0,0,online,PulseEats,purchase
T001270,M00277,2025-11-08 17:56:37,120.24,210.0,0,online,PulseEats,purchase
T001271,M00277,2024-01-06 05:07:03,14.61,26.0,0,in_store,PulseEats,purchase
T001272,M00277,2023-02-16 09:02:40,124.59,218.0,0,online,PulseEats,purchase
T001273,M00277,2026-03-16 16:08:52,67.04,117.0,0,online,PulseEats,purchase
T001274,M00277,2022-09-04 13:20:43,50.49,88.0,0,app,PulseEats,purchase
T001275,M00278,2025-02-03 23:04:28,70.82,163.0,0,app,PulseMart,purchase
T001276,M00278,2026-05-13 14:13:55,74.02,170.0,0,online,PulseMart,purchase
T001277,M00278,2023-03-15 00:12:43,65.07,150.0,50,app,PulseMart,purchase
T001278,M00278,2022-12-28 15:49:37,30.61,70.0,0,online,PulseMart,purchase
T001279,M00278,2023-05-01 11:30:44,75.71,174.0,100,app,PulseMart,purchase
T001280,M00278,2023-02-20 18:34:23,39.88,92.0,0,in_store,PulseMart,purchase
T001281,M00279,2024-02-26 22:42:47,15.24,30.0,0,online,PulseHome,purchase
T001282,M00279,2024-12-18 01:04:13,62.36,125.0,125,app,PulseHome,purchase
T001283,M00279,2025-01-11 19:57:04,110.43,221.0,200,in_store,PulseHome,purchase
T001284,M00280,2026-04-12 21:56:41,64.77,130.0,0,in_store,PulseHome,purchase
T001285,M00280,2026-03-17 11:26:06,64.38,129.0,0,in_store,PulseHome,purchase
T001286,M00280,2025-06-20 12:27:23,68.19,136.0,0,app,PulseHome,purchase
T001287,M00280,2026-05-04 15:32:39,155.61,311.0,0,app,PulseHome,purchase
T001288,M00280,2026-02-15 18:26:52,117.93,236.0,200,app,PulseHome,purchase
T001289,M00280,2025-12-12 18:53:58,31.2,62.0,0,app,PulseHome,purchase
T001290,M00281,2024-09-12 03:37:26,80.45,185.0,0,online,PulseMart,purchase
T001291,M00281,2025-03-21 11:49:09,37.1,85.0,0,online,PulseMart,purchase
T001292,M00281,2025-07-09 06:23:44,77.9,179.0,0,online,PulseMart,purchase
T001293,M00282,2022-08-18 13:44:18,60.61,139.0,100,app,PulseMart,purchase
T001294,M00282,2025-06-21 10:34:57,64.58,149.0,0,app,PulseMart,purchase
T001295,M00283,2026-01-04 19:20:55,78.14,180.0,0,app,PulseMart,purchase
T001296,M00283,2021-09-30 04:17:53,101.89,178.0,0,app,PulseEats,purchase
T001297,M00283,2024-07-25 22:32:20,25.29,44.0,44,app,PulseEats,purchase
T001298,M00283,2022-01-30 08:07:00,119.59,209.0,0,online,PulseEats,purchase
T001299,M00283,2024-07-23 05:49:38,113.68,199.0,0,online,PulseEats,purchase
T001300,M00284,2026-06-04 08:04:20,140.08,280.0,100,online,PulseHome,purchase
T001301,M00284,2025-10-21 22:09:30,78.34,157.0,0,in_store,PulseHome,purchase
T001302,M00284,2026-05-10 14:01:31,96.68,193.0,0,in_store,PulseHome,purchase
T001303,M00284,2025-12-06 16:48:19,81.44,163.0,0,online,PulseHome,purchase
T001304,M00285,2024-08-03 09:20:06,96.4,222.0,0,app,PulseMart,purchase
T001305,M00285,2026-02-06 18:25:11,16.44,38.0,0,app,PulseMart,purchase
T001306,M00285,2025-06-30 23:36:32,89.23,205.0,0,app,PulseMart,purchase
T001307,M00285,2026-05-31 02:55:53,56.33,130.0,0,online,PulseMart,purchase
T001308,M00286,2025-03-02 03:23:47,64.99,114.0,0,online,PulseEats,purchase
T001309,M00286,2025-02-05 10:24:11,92.08,161.0,0,in_store,PulseEats,purchase
T001310,M00286,2024-08-05 11:52:31,40.75,82.0,0,app,PulseHome,purchase
T001311,M00286,2025-06-27 04:32:26,32.24,56.0,0,in_store,PulseEats,purchase
T001312,M00286,2024-10-08 13:24:41,16.45,29.0,0,in_store,PulseEats,purchase
T001313,M00286,2025-07-26 05:55:29,73.25,128.0,0,app,PulseEats,purchase
T001314,M00287,2025-06-23 12:18:00,28.25,56.0,0,online,PulseHome,purchase
T001315,M00287,2026-05-09 09:39:50,75.22,173.0,0,online,PulseMart,purchase
T001316,M00287,2025-08-02 08:24:32,36.58,73.0,0,app,PulseHome,purchase
T001317,M00287,2026-04-03 15:41:21,107.76,216.0,0,online,PulseHome,purchase
T001318,M00287,2026-03-28 12:29:50,39.95,80.0,0,in_store,PulseHome,purchase
T001319,M00287,2025-05-19 07:29:36,81.36,163.0,0,online,PulseHome,purchase
T001320,M00287,2025-05-14 15:04:25,47.03,94.0,0,in_store,PulseHome,purchase
T001321,M00288,2025-10-14 12:06:07,37.69,75.0,0,in_store,PulseHome,purchase
T001322,M00288,2026-06-20 05:43:43,91.18,182.0,0,in_store,PulseHome,purchase
T001323,M00288,2025-03-23 02:34:41,44.0,88.0,88,app,PulseHome,purchase
T001324,M00288,2026-04-27 13:25:57,84.88,170.0,150,in_store,PulseHome,purchase
T001325,M00288,2026-03-29 05:36:31,100.53,201.0,0,app,PulseHome,purchase
T001326,M00289,2024-01-20 18:55:18,41.61,83.0,0,in_store,PulseHome,purchase
T001327,M00289,2026-06-01 23:43:30,54.21,108.0,0,online,PulseHome,purchase
T001328,M00289,2024-08-10 02:20:20,60.94,122.0,0,in_store,PulseHome,purchase
T001329,M00290,2025-07-17 12:03:49,62.21,124.0,50,online,PulseHome,purchase
T001330,M00290,2023-09-19 04:42:45,33.98,68.0,0,app,PulseHome,purchase
T001331,M00290,2022-11-04 05:57:39,349.86,700.0,0,online,PulseHome,purchase
T001332,M00290,2023-03-16 23:15:13,152.96,306.0,0,online,PulseHome,purchase
T001333,M00290,2025-12-17 12:00:19,278.32,557.0,0,in_store,PulseHome,purchase
T001334,M00290,2023-03-09 22:34:20,-24.3,49.0,0,in_store,PulseHome,purchase
T001335,M00290,2025-04-13 15:03:21,33.09,66.0,0,online,PulseHome,purchase
T001336,M00290,2022-06-14 12:25:54,32.64,65.0,0,app,PulseHome,purchase
T001337,M00291,2024-06-04 18:27:09,36.13,72.0,0,in_store,PulseHome,purchase
T001338,M00291,2023-11-14 11:13:30,24.1,48.0,0,app,PulseHome,purchase
T001339,M00291,2024-04-24 05:56:23,50.33,101.0,0,in_store,PulseHome,purchase
T001340,M00291,2024-01-17 11:12:54,80.25,160.0,0,app,PulseHome,purchase
T001341,M00291,2024-11-14 22:13:34,34.88,70.0,0,online,PulseHome,purchase
T001342,M00292,2025-11-23 03:43:32,57.25,114.0,0,online,PulseHome,purchase
T001343,M00292,2025-11-12 13:42:16,65.5,131.0,0,online,PulseHome,purchase
T001344,M00293,2025-08-14 12:48:37,121.26,212.0,0,app,PulseEats,purchase
T001345,M00293,2026-06-17 04:51:20,22.31,39.0,0,app,PulseEats,purchase
T001346,M00293,2026-06-28 19:14:31,33.29,58.0,0,app,PulseEats,purchase
T001347,M00293,2025-06-21 21:49:24,99.0,173.0,0,in_store,PulseEats,purchase
T001348,M00294,2026-05-14 08:42:37,110.32,193.0,0,online,PulseEats,purchase
T001349,M00294,2025-10-20 01:07:40,46.58,82.0,0,online,PulseEats,purchase
T001350,M00294,2025-04-16 16:01:42,75.32,132.0,0,app,PulseEats,purchase
T001351,M00295,2024-11-11 10:32:57,46.02,92.0,0,online,PulseHome,purchase
T001352,M00295,2026-05-29 08:59:23,89.36,179.0,0,in_store,PulseHome,purchase
T001353,M00295,2024-07-29 12:00:23,51.83,104.0,0,in_store,PulseHome,purchase
T001354,M00296,2025-06-18 08:44:17,119.29,274.0,150,in_store,PulseMart,purchase
T001355,M00296,2025-12-05 02:04:49,98.55,227.0,0,in_store,PulseMart,purchase
T001356,M00296,2025-05-12 07:26:14,47.1,108.0,0,app,PulseMart,purchase
T001357,M00296,2025-02-14 08:01:41,49.54,114.0,0,online,PulseMart,purchase
T001358,M00296,2025-11-07 23:41:16,77.56,178.0,0,app,PulseMart,purchase
T001359,M00297,2026-06-20 09:14:32,33.98,68.0,0,online,PulseHome,purchase
T001360,M00297,2026-06-11 09:41:39,94.64,189.0,0,online,PulseHome,purchase
T001361,M00297,2025-12-19 03:51:48,141.95,284.0,0,in_store,PulseHome,purchase
T001362,M00297,2026-05-12 12:36:01,119.03,238.0,0,online,PulseHome,purchase
T001363,M00298,2023-10-14 10:35:06,47.09,82.0,0,in_store,PulseEats,purchase
T001364,M00298,2025-10-05 21:05:04,44.22,102.0,50,online,PulseMart,purchase
T001365,M00298,2026-04-27 17:05:41,32.23,56.0,0,online,PulseEats,purchase
T001366,M00298,2025-08-21 06:40:52,82.75,145.0,0,in_store,PulseEats,purchase
T001367,M00298,2024-04-22 19:14:46,20.98,37.0,0,online,PulseEats,purchase
T001368,M00299,2024-09-13 23:44:32,90.89,182.0,50,in_store,PulseHome,purchase
T001369,M00299,2024-10-15 13:07:04,47.47,95.0,0,in_store,PulseHome,purchase
T001370,M00299,2025-02-13 04:20:43,-21.24,42.0,0,app,PulseHome,purchase
T001371,M00301,2026-01-12 17:00:33,51.06,102.0,0,online,PulseHome,purchase
T001372,M00302,2026-02-27 06:14:08,74.42,149.0,0,app,PulseHome,purchase
T001373,M00302,2025-08-02 00:33:35,48.78,98.0,0,in_store,PulseHome,purchase
T001374,M00302,2021-12-27 05:48:16,91.71,183.0,0,in_store,PulseHome,purchase
T001375,M00303,2024-06-08 08:13:07,87.92,154.0,0,in_store,PulseEats,purchase
T001376,M00303,2025-05-25 17:47:32,54.6,96.0,0,in_store,PulseEats,purchase
T001377,M00304,2024-07-29 04:41:44,29.46,52.0,0,app,PulseEats,purchase
T001378,M00304,2026-03-31 13:03:20,100.59,176.0,0,in_store,PulseEats,purchase
T001379,M00304,2026-01-23 01:27:32,36.55,64.0,0,in_store,PulseEats,purchase
T001380,M00304,2023-09-18 12:56:46,130.09,228.0,0,app,PulseEats,purchase
T001381,M00304,2025-12-18 12:25:10,108.65,250.0,0,in_store,PulseMart,purchase
T001382,M00304,2023-07-08 15:44:47,112.21,196.0,0,app,PulseEats,purchase
T001383,M00305,2025-02-15 12:38:39,93.65,187.0,0,in_store,PulseHome,purchase
T001384,M00305,2023-06-29 03:31:19,42.86,86.0,0,in_store,PulseHome,purchase
T001385,M00305,2024-10-17 23:10:42,33.43,67.0,0,online,PulseHome,purchase
T001386,M00305,2023-08-30 16:24:10,63.81,128.0,0,in_store,PulseHome,purchase
T001387,M00305,2026-03-16 07:50:44,94.14,188.0,150,online,PulseHome,purchase
T001388,M00306,2025-01-09 13:43:42,113.83,262.0,0,in_store,PulseMart,purchase
T001389,M00306,2024-11-06 16:49:12,13.66,31.0,31,app,PulseMart,purchase
T001390,M00306,2025-05-02 17:35:15,67.79,156.0,50,in_store,PulseMart,purchase
T001391,M00306,2024-12-31 08:54:16,70.91,163.0,163,online,PulseMart,purchase
T001392,M00306,2023-11-30 14:41:38,39.04,90.0,0,app,PulseMart,purchase
T001393,M00306,2024-04-26 11:00:33,-25.28,58.0,50,online,PulseMart,purchase
T001394,M00306,2025-06-03 03:51:47,74.99,172.0,50,in_store,PulseMart,purchase
T001395,M00307,2026-05-28 01:43:06,32.16,56.0,0,in_store,PulseEats,purchase
T001396,M00307,2025-12-18 07:37:01,68.28,119.0,50,in_store,PulseEats,purchase
T001397,M00307,2026-05-13 18:27:26,166.34,291.0,0,online,PulseEats,purchase
T001398,M00307,2026-06-15 13:18:02,22.19,39.0,0,app,PulseEats,purchase
T001399,M00307,2026-04-24 19:31:34,80.38,141.0,0,app,PulseEats,purchase
T001400,M00308,2026-06-17 08:00:31,34.41,79.0,0,in_store,PulseMart,purchase
T001401,M00308,2026-05-28 11:34:29,50.01,115.0,0,online,PulseMart,purchase
T001402,M00308,2026-01-14 15:59:34,-41.56,96.0,0,app,PulseMart,purchase
T001403,M00309,2025-04-28 15:17:19,51.05,102.0,102,online,PulseHome,purchase
T001404,M00309,2026-05-05 10:40:59,159.82,320.0,0,app,PulseHome,purchase
T001405,M00309,2025-01-22 00:54:41,229.58,459.0,0,in_store,PulseHome,purchase
T001406,M00309,2024-08-18 07:13:49,126.91,254.0,0,in_store,PulseHome,purchase
T001407,M00309,2024-12-24 11:16:46,27.72,55.0,0,in_store,PulseHome,purchase
T001408,M00309,2024-12-27 23:03:33,31.25,62.0,0,app,PulseHome,purchase
T001409,M00309,2025-01-15 16:59:25,105.38,211.0,0,in_store,PulseHome,purchase
T001410,M00309,2024-09-14 00:04:59,63.32,127.0,0,in_store,PulseHome,purchase
T001411,M00309,2024-08-02,31.56,63.0,0,app,PulseHome,purchase
T001412,M00309,2024-02-18 20:57:13,74.48,171.0,0,online,PulseMart,purchase
T001413,M00309,2025-07-23 09:17:08,110.43,221.0,200,app,PulseHome,purchase
T001414,M00310,2024-01-07 18:47:24,72.7,127.0,0,in_store,PulseEats,purchase
T001415,M00310,2023-08-12 12:41:08,77.04,135.0,135,online,PulseEats,purchase
T001416,M00310,2023-06-24 21:41:00,41.81,73.0,0,online,PulseEats,purchase
T001417,M00311,2025-05-11 17:07:01,110.56,221.0,0,app,PulseHome,purchase
T001418,M00311,2024-10-12 01:54:57,92.58,185.0,0,in_store,PulseHome,purchase
T001419,M00311,2025-05-21 05:43:28,217.53,435.0,0,in_store,PulseHome,purchase
T001420,M00312,2024-06-03 04:40:14,98.17,172.0,50,app,PulseEats,purchase
T001421,M00312,2026-06-27 20:42:42,87.59,201.0,0,in_store,PulseMart,purchase
T001422,M00312,2024-11-09 15:26:39,91.99,161.0,0,in_store,PulseEats,purchase
T001423,M00312,2024-12-12 13:30:15,31.93,56.0,56,in_store,PulseEats,purchase
T001424,M00312,2025-01-13 07:08:29,45.37,79.0,79,online,PulseEats,purchase
T001425,M00312,2023-08-28 03:39:22,105.63,185.0,185,app,PulseEats,purchase
T001426,M00312,2025-12-22 15:07:33,79.56,139.0,100,in_store,PulseEats,purchase
T001427,M00312,2023-09-28 16:59:11,79.72,140.0,100,online,PulseEats,purchase
T001428,M00313,2021-08-28 13:13:58,76.85,,0,in_store,PulseMart,purchase
T001429,M00313,2023-11-25 15:22:32,148.13,341.0,0,online,PulseMart,purchase
T001430,M00313,2021-08-16 11:34:28,100.59,231.0,0,in_store,PulseMart,purchase
T001431,M00313,2024-12-20 23:05:37,46.08,92.0,0,app,PulseHome,purchase
T001432,M00313,2022-10-28 20:14:19,74.08,170.0,0,online,PulseMart,purchase
T001433,M00313,2022-05-03 19:13:25,63.58,146.0,0,app,PulseMart,purchase
T001434,M00314,2025-08-29 12:57:11,64.37,113.0,0,app,PulseEats,purchase
T001435,M00314,2025-07-08 07:30:47,13.38,23.0,0,app,PulseEats,purchase
T001436,M00314,2026-03-22 17:24:22,129.86,227.0,0,in_store,PulseEats,purchase
T001437,M00314,2026-05-11 23:19:21,42.13,74.0,74,in_store,PulseEats,purchase
T001438,M00314,2026-06-24 16:13:15,41.52,83.0,0,in_store,PulseHome,purchase
T001439,M00315,2021-06-29 23:19:26,51.4,118.0,0,in_store,PulseMart,purchase
T001440,M00315,2023-10-22 22:49:16,81.42,187.0,0,online,PulseMart,purchase
T001441,M00315,2021-10-03 06:22:04,86.66,199.0,0,app,PulseMart,purchase
T001442,M00315,2022-07-05 11:08:26,71.1,164.0,0,in_store,PulseMart,purchase
T001443,M00315,2023-03-20 17:00:20,63.32,146.0,0,online,PulseMart,purchase
T001444,M00315,2023-11-23 22:35:50,71.9,165.0,0,app,PulseMart,purchase
T001445,M00316,2025-12-03 22:46:55,80.84,141.0,0,app,PulseEats,purchase
T001446,M00316,2025-03-04 20:56:16,103.71,239.0,0,online,PulseMart,purchase
T001447,M00316,2025-06-11 18:19:28,64.47,148.0,148,online,PulseMart,purchase
T001448,M00316,2025-07-28 07:11:24,52.16,104.0,104,in_store,PulseHome,purchase
T001449,M00316,2024-05-26 12:43:53,34.4,79.0,79,in_store,PulseMart,purchase
T001450,M00316,2026-01-19 02:28:44,44.08,101.0,50,online,PulseMart,purchase
T001451,M00316,2024-04-20 19:28:07,128.56,296.0,0,app,PulseMart,purchase
T001452,M00317,2026-04-12 22:43:12,36.26,63.0,0,in_store,PulseEats,purchase
T001453,M00317,2026-04-02 06:12:48,12.37,22.0,22,app,PulseEats,purchase
T001454,M00318,2025-10-21 05:43:43,68.48,137.0,0,app,PulseHome,purchase
T001455,M00318,2024-04-24 11:55:40,60.1,120.0,0,online,PulseHome,purchase
T001456,M00318,2023-11-10 01:41:07,38.95,78.0,0,online,PulseHome,purchase
T001457,M00318,2026-02-18 18:25:47,154.61,309.0,0,in_store,PulseHome,purchase
T001458,M00319,2024-10-10 11:33:37,61.07,107.0,0,in_store,PulseEats,purchase
T001459,M00319,2023-12-06 20:22:54,59.81,105.0,50,in_store,PulseEats,purchase
T001460,M00319,2026-02-26 11:59:28,253.0,443.0,0,in_store,PulseEats,purchase
T001461,M00320,2025-09-28 16:18:29,36.25,83.0,0,in_store,PulseMart,purchase
T001462,M00320,2025-09-27 02:08:45,56.53,130.0,0,in_store,PulseMart,purchase
T001463,M00320,2026-05-20 11:29:36,38.35,88.0,0,app,PulseMart,purchase
T001464,M00321,2026-01-19 12:34:21,25.89,45.0,0,app,PulseEats,purchase
T001465,M00321,2026-06-02 14:51:39,92.37,162.0,0,in_store,PulseEats,purchase
T001466,M00321,2025-09-13 21:34:39,63.14,110.0,0,app,PulseEats,purchase
T001467,M00321,2026-05-20 17:03:08,31.54,55.0,0,app,PulseEats,purchase
T001468,M00321,2026-01-06 02:33:05,43.73,77.0,0,in_store,PulseEats,purchase
T001469,M00321,2026-04-01 08:35:27,86.0,150.0,0,online,PulseEats,purchase
T001470,M00321,2026-03-17 05:35:58,84.92,149.0,0,in_store,PulseEats,purchase
T001471,M00321,2025-10-07 10:00:27,101.7,178.0,0,in_store,PulseEats,purchase
T001472,M00322,2025-10-09 13:35:09,59.68,137.0,0,app,PulseMart,purchase
T001473,M00322,2025-10-27 14:07:33,52.71,121.0,0,in_store,PulseMart,purchase
T001474,M00322,2025-10-11 22:43:24,50.25,116.0,0,app,PulseMart,purchase
T001475,M00322,2025-08-05 07:48:09,51.33,118.0,0,app,PulseMart,purchase
T001476,M00323,2024-09-22 02:02:56,50.79,102.0,0,in_store,PulseHome,purchase
T001477,M00323,2024-04-20 01:17:16,77.82,156.0,0,online,PulseHome,purchase
T001478,M00323,2026-06-17 16:57:45,137.22,274.0,0,online,PulseHome,purchase
T001479,M00323,2024-10-24 22:51:18,33.58,67.0,0,in_store,PulseHome,purchase
T001480,M00324,2024-10-09 14:50:07,26.53,53.0,0,app,PulseHome,purchase
T001481,M00324,2023-11-23 00:03:22,83.11,191.0,0,online,PulseMart,purchase
T001482,M00324,2025-02-10 19:20:47,64.1,147.0,0,app,PulseMart,purchase
T001483,M00324,2023-11-01 10:56:14,57.55,132.0,0,online,PulseMart,purchase
T001484,M00325,2026-04-11 14:57:24,31.29,55.0,0,app,PulseEats,purchase
T001485,M00325,2025-02-10 09:55:44,37.8,66.0,0,online,PulseEats,purchase
T001486,M00325,2025-04-17 12:07:45,42.53,74.0,0,in_store,PulseEats,purchase
T001487,M00325,2025-04-27 12:48:49,55.5,97.0,0,in_store,PulseEats,purchase
T001488,M00325,2026-01-11 03:00:43,35.03,61.0,50,app,PulseEats,purchase
T001489,M00325,2026-01-22 21:20:25,63.82,112.0,0,in_store,PulseEats,purchase
T001490,M00326,2023-10-03 15:27:27,35.12,81.0,0,app,PulseMart,purchase
T001491,M00326,2024-03-09 16:52:07,52.18,120.0,0,app,PulseMart,purchase
T001492,M00326,2023-12-31 12:59:22,41.39,95.0,0,in_store,PulseMart,purchase
T001493,M00326,2024-11-04 00:33:35,59.22,136.0,0,app,PulseMart,purchase
T001494,M00326,2024-04-21 12:08:08,54.19,125.0,0,app,PulseMart,purchase
T001495,M00326,2024-05-14 01:55:18,91.54,160.0,0,in_store,PulseEats,purchase
T001496,M00326,2025-07-27 10:55:56,29.23,67.0,50,online,PulseMart,purchase
T001497,M00327,2021-12-28 10:42:57,64.24,128.0,0,app,PulseHome,purchase
T001498,M00327,2025-07-04 16:07:02,31.81,64.0,0,in_store,PulseHome,purchase
T001499,M00327,2023-09-22 00:41:43,51.68,103.0,0,online,PulseHome,purchase
T001500,M00328,2025-11-07 03:25:49,105.91,212.0,150,app,PulseHome,purchase
T001501,M00328,2023-10-07 19:55:18,77.7,155.0,0,app,PulseHome,purchase
T001502,M00328,2024-11-17 08:08:40,99.86,200.0,200,in_store,PulseHome,purchase
T001503,M00328,2022-09-19 11:28:23,206.44,413.0,0,online,PulseHome,purchase
T001504,M00328,2026-01-20 21:04:01,71.54,143.0,143,in_store,PulseHome,purchase
T001505,M00328,2023-03-12 13:14:02,41.29,83.0,0,online,PulseHome,purchase
T001506,M00328,2024-02-09 15:04:28,189.03,378.0,0,in_store,PulseHome,purchase
T001507,M00329,2026-05-04 18:38:46,38.25,88.0,0,in_store,PulseMart,purchase
